tow_date,tow_description,police_district
2009-03-17T00:00:00.000,ILLEGALLY PARKED,District B
2009-03-17T00:00:00.000,ILLEGALLY PARKED,District B
2009-03-17T00:00:00.000,ABANDONED VEHICLE,District E
2009-03-17T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-18T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-18T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-18T00:00:00.000,STOLEN VEHICLE,District E
2009-03-18T00:00:00.000,ABANDONED VEHICLE,District D
2009-03-18T00:00:00.000,ABANDONED VEHICLE,District D
2009-03-18T00:00:00.000,ABANDONED VEHICLE,District B
2009-03-18T00:00:00.000,ABANDONED VEHICLE,District D
2009-03-19T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-19T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-19T00:00:00.000,ILLEGALLY PARKED,District B
2009-03-19T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-20T00:00:00.000,ILLEGALLY PARKED,District D
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-20T00:00:00.000,ABANDONED VEHICLE,District C
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-20T00:00:00.000,IMPOUNDED,District C
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-20T00:00:00.000,IMPOUNDED,District E
2009-03-20T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-20T00:00:00.000,STOLEN VEHICLE,District A
2009-03-21T00:00:00.000,ABANDONED VEHICLE,District B
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-21T00:00:00.000,STOLEN VEHICLE,District B
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-21T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-22T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-22T00:00:00.000,STOLEN VEHICLE,District B
2009-03-22T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-22T00:00:00.000,ACCIDENT,District E
2009-03-22T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District E
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District A
2009-03-23T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-23T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-23T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-23T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-23T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-23T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-23T00:00:00.000,IMPOUNDED,District B
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District D
2009-03-23T00:00:00.000,ABANDONED VEHICLE,District E
2009-03-23T00:00:00.000,STOLEN VEHICLE,District D
2009-03-24T00:00:00.000,ABANDONED VEHICLE,District E
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-24T00:00:00.000,IMPOUNDED,District C
2009-03-24T00:00:00.000,GONE ON ARRIVAL,District E
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-24T00:00:00.000,ILLEGALLY PARKED,District D
2009-03-24T00:00:00.000,ILLEGALLY PARKED,District A
2009-03-24T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-24T00:00:00.000,ABANDONED VEHICLE,District E
2009-03-25T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-25T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-25T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-25T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-25T00:00:00.000,IMPOUNDED,District E
2009-03-25T00:00:00.000,IMPOUNDED,District E
2009-03-25T00:00:00.000,ABANDONED VEHICLE,District C
2009-03-26T00:00:00.000,ACCIDENT,District C
2009-03-26T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-26T00:00:00.000,ABANDONED VEHICLE,District C
2009-03-26T00:00:00.000,ACCIDENT,District D
2009-03-26T00:00:00.000,ABANDONED VEHICLE,District B
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-27T00:00:00.000,STOLEN VEHICLE,District D
2009-03-27T00:00:00.000,ILLEGALLY PARKED,District E
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-27T00:00:00.000,ABANDONED VEHICLE,District B
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-27T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-28T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-28T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-28T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-28T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-28T00:00:00.000,IMPOUNDED,District E
2009-03-29T00:00:00.000,ACCIDENT,District E
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District A
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District C
2009-03-29T00:00:00.000,ACCIDENT,District E
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-29T00:00:00.000,STOLEN VEHICLE,District E
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-29T00:00:00.000,STOLEN VEHICLE,District E
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District D
2009-03-29T00:00:00.000,IMPOUNDED,District C
2009-03-29T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-30T00:00:00.000,ILLEGAL VEHICLE,District E
2009-03-30T00:00:00.000,ILLEGAL VEHICLE,District B
2009-03-31T00:00:00.000,IMPOUNDED,District C
2009-03-31T00:00:00.000,STOLEN VEHICLE,District C
2009-03-31T00:00:00.000,STOLEN VEHICLE,District B
2009-03-31T00:00:00.000,ABANDONED VEHICLE,District C
2009-03-31T00:00:00.000,IMPOUNDED,District C
2009-04-01T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-01T00:00:00.000,ILLEGALLY PARKED,District B
2009-04-01T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-01T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-01T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-01T00:00:00.000,ACCIDENT,District A
2009-04-02T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-02T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-02T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-02T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-02T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-02T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-02T00:00:00.000,ILLEGALLY PARKED,District B
2009-04-02T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-02T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-03T00:00:00.000,IMPOUNDED,District E
2009-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-03T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-03T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-03T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-03T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-04T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-04T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-04T00:00:00.000,IMPOUNDED,District C
2009-04-04T00:00:00.000,IMPOUNDED,District C
2009-04-04T00:00:00.000,IMPOUNDED,District C
2009-04-04T00:00:00.000,IMPOUNDED,District C
2009-04-04T00:00:00.000,IMPOUNDED,District C
2009-04-05T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-05T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-05T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-05T00:00:00.000,IMPOUNDED,District C
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-06T00:00:00.000,ABANDONED VEHICLE,District D
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-06T00:00:00.000,IMPOUNDED,District C
2009-04-06T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-07T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-07T00:00:00.000,IMPOUNDED,District D
2009-04-07T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-08T00:00:00.000,ACCIDENT,District B
2009-04-08T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-08T00:00:00.000,STOLEN VEHICLE,District E
2009-04-08T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-08T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-08T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-09T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-09T00:00:00.000,ACCIDENT,District D
2009-04-09T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-09T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-09T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-10T00:00:00.000,IMPOUNDED,District C
2009-04-10T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-10T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-10T00:00:00.000,ACCIDENT,District B
2009-04-11T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-11T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-11T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-11T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-11T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-11T00:00:00.000,STOLEN VEHICLE,District E
2009-04-11T00:00:00.000,ABANDONED VEHICLE,District E
2009-04-11T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-11T00:00:00.000,STOLEN VEHICLE,District C
2009-04-11T00:00:00.000,ACCIDENT,District E
2009-04-11T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-12T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-12T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-12T00:00:00.000,ACCIDENT,District A
2009-04-12T00:00:00.000,STOLEN VEHICLE,District A
2009-04-13T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-13T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-13T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-13T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-13T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-13T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-13T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-14T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-14T00:00:00.000,STOLEN VEHICLE,District C
2009-04-14T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-14T00:00:00.000,IMPOUNDED,District A
2009-04-14T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-14T00:00:00.000,IMPOUNDED,District B
2009-04-14T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-14T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-15T00:00:00.000,STOLEN VEHICLE,District C
2009-04-15T00:00:00.000,IMPOUNDED,District E
2009-04-15T00:00:00.000,ACCIDENT,District E
2009-04-15T00:00:00.000,ABANDONED VEHICLE,District E
2009-04-15T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-15T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-16T00:00:00.000,STOLEN VEHICLE,District C
2009-04-16T00:00:00.000,ACCIDENT,District E
2009-04-16T00:00:00.000,STOLEN VEHICLE,District B
2009-04-16T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-16T00:00:00.000,STOLEN VEHICLE,District D
2009-04-16T00:00:00.000,IMPOUNDED,District E
2009-04-16T00:00:00.000,STOLEN VEHICLE,District E
2009-04-16T00:00:00.000,ABANDONED VEHICLE,District A
2009-04-16T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-17T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-17T00:00:00.000,STOLEN VEHICLE,District C
2009-04-17T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-17T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-17T00:00:00.000,IMPOUNDED,District A
2009-04-18T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-18T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-18T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-18T00:00:00.000,ILLEGALLY PARKED,District B
2009-04-18T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-18T00:00:00.000,ACCIDENT,District D
2009-04-18T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-18T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-18T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-19T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-19T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-19T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-19T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-20T00:00:00.000,STOLEN VEHICLE,District B
2009-04-20T00:00:00.000,ACCIDENT,District E
2009-04-20T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-20T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-20T00:00:00.000,ABANDONED VEHICLE,District B
2009-04-20T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-20T00:00:00.000,ACCIDENT,District B
2009-04-20T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-20T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-20T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-21T00:00:00.000,STOLEN VEHICLE,District A
2009-04-21T00:00:00.000,ACCIDENT,District A
2009-04-21T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-21T00:00:00.000,IMPOUNDED,District C
2009-04-21T00:00:00.000,IMPOUNDED,District B
2009-04-21T00:00:00.000,STOLEN VEHICLE,District D
2009-04-21T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-21T00:00:00.000,ABANDONED VEHICLE,District B
2009-04-21T00:00:00.000,ILLEGALLY PARKED,District B
2009-04-21T00:00:00.000,ILLEGALLY PARKED,District A
2009-04-22T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-22T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-22T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-22T00:00:00.000,ACCIDENT,District C
2009-04-22T00:00:00.000,ABANDONED VEHICLE,District D
2009-04-22T00:00:00.000,ABANDONED VEHICLE,District D
2009-04-22T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-22T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-22T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-23T00:00:00.000,STOLEN VEHICLE,District C
2009-04-23T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-23T00:00:00.000,STOLEN VEHICLE,District B
2009-04-23T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-23T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-23T00:00:00.000,STOLEN VEHICLE,District D
2009-04-23T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-23T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-23T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-23T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-23T00:00:00.000,IMPOUNDED,District B
2009-04-24T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-24T00:00:00.000,ABANDONED VEHICLE,District A
2009-04-24T00:00:00.000,IMPOUNDED,District C
2009-04-24T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-24T00:00:00.000,IMPOUNDED,District D
2009-04-24T00:00:00.000,ILLEGALLY PARKED,District B
2009-04-24T00:00:00.000,IMPOUNDED,District A
2009-04-24T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-24T00:00:00.000,ACCIDENT,District B
2009-04-25T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-25T00:00:00.000,IMPOUNDED,District B
2009-04-25T00:00:00.000,IMPOUNDED,District B
2009-04-25T00:00:00.000,IMPOUNDED,District B
2009-04-25T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-25T00:00:00.000,IMPOUNDED,District E
2009-04-25T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-26T00:00:00.000,ACCIDENT,District A
2009-04-26T00:00:00.000,ACCIDENT,District B
2009-04-26T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-27T00:00:00.000,ABANDONED VEHICLE,District C
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-27T00:00:00.000,STOLEN VEHICLE,District B
2009-04-27T00:00:00.000,ILLEGALLY PARKED,District A
2009-04-27T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-28T00:00:00.000,STOLEN VEHICLE,District B
2009-04-28T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-28T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-28T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-28T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-28T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-28T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-28T00:00:00.000,ILLEGAL VEHICLE,District C
2009-04-28T00:00:00.000,IMPOUNDED,District C
2009-04-28T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-29T00:00:00.000,ILLEGAL VEHICLE,District D
2009-04-29T00:00:00.000,STOLEN VEHICLE,District A
2009-04-29T00:00:00.000,STOLEN VEHICLE,District C
2009-04-29T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-29T00:00:00.000,ILLEGALLY PARKED,District D
2009-04-29T00:00:00.000,ILLEGAL VEHICLE,District E
2009-04-29T00:00:00.000,STOLEN VEHICLE,District A
2009-04-29T00:00:00.000,ILLEGAL VEHICLE,District A
2009-04-29T00:00:00.000,IMPOUNDED,District D
2009-04-30T00:00:00.000,ILLEGAL VEHICLE,District B
2009-04-30T00:00:00.000,IMPOUNDED,District D
2009-04-30T00:00:00.000,ACCIDENT,District B
2009-04-30T00:00:00.000,STOLEN VEHICLE,District B
2009-05-01T00:00:00.000,IMPOUNDED,District A
2009-05-01T00:00:00.000,ABANDONED VEHICLE,District D
2009-05-01T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-01T00:00:00.000,ILLEGALLY PARKED,District D
2009-05-01T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-02T00:00:00.000,ACCIDENT,District E
2009-05-02T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-02T00:00:00.000,STOLEN VEHICLE,District D
2009-05-02T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-03T00:00:00.000,ACCIDENT,District D
2009-05-03T00:00:00.000,ABANDONED VEHICLE,District A
2009-05-03T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-03T00:00:00.000,ABANDONED VEHICLE,District C
2009-05-03T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-03T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-03T00:00:00.000,ACCIDENT,District C
2009-05-03T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-04T00:00:00.000,ABANDONED VEHICLE,District D
2009-05-04T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-04T00:00:00.000,STOLEN VEHICLE,District B
2009-05-04T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-04T00:00:00.000,ABANDONED VEHICLE,District D
2009-05-04T00:00:00.000,IMPOUNDED,District C
2009-05-04T00:00:00.000,IMPOUNDED,District B
2009-05-04T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-04T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-05T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-05T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-05T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-05T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-05T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-05T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-05T00:00:00.000,STOLEN VEHICLE,District C
2009-05-05T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-05T00:00:00.000,ILLEGALLY PARKED,District B
2009-05-05T00:00:00.000,ILLEGALLY PARKED,District B
2009-05-05T00:00:00.000,STOLEN VEHICLE,District E
2009-05-05T00:00:00.000,STOLEN VEHICLE,District E
2009-05-06T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-06T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-06T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-06T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-06T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-06T00:00:00.000,ACCIDENT,District B
2009-05-06T00:00:00.000,ILLEGAL VEHICLE,District A
2013-12-06T00:00:00.000,ACCIDENT,District A
2009-05-07T00:00:00.000,STOLEN VEHICLE,District C
2009-05-07T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-07T00:00:00.000,ACCIDENT,District E
2009-05-07T00:00:00.000,ILLEGALLY PARKED,District D
2009-05-07T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-08T00:00:00.000,IMPOUNDED,District B
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-08T00:00:00.000,ILLEGALLY PARKED,District B
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-08T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-09T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-09T00:00:00.000,STOLEN VEHICLE,District B
2009-05-09T00:00:00.000,ABANDONED VEHICLE,District E
2009-05-09T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-10T00:00:00.000,ABANDONED VEHICLE,District E
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-10T00:00:00.000,ABANDONED VEHICLE,District C
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-10T00:00:00.000,IMPOUNDED,District E
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-10T00:00:00.000,ACCIDENT,District E
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District E
2009-05-10T00:00:00.000,ABANDONED VEHICLE,District E
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-10T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-11T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-11T00:00:00.000,STOLEN VEHICLE,District E
2009-05-11T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-11T00:00:00.000,ACCIDENT,District D
2009-05-11T00:00:00.000,ILLEGALLY PARKED,District B
2009-05-11T00:00:00.000,STOLEN VEHICLE,District C
2009-05-11T00:00:00.000,ILLEGALLY PARKED,District B
2009-05-11T00:00:00.000,STOLEN VEHICLE,District A
2009-05-11T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-12T00:00:00.000,ILLEGAL VEHICLE,District B
2009-05-12T00:00:00.000,ABANDONED VEHICLE,District D
2009-05-12T00:00:00.000,ACCIDENT,District B
2009-05-12T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-12T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-12T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-12T00:00:00.000,ILLEGALLY PARKED,District D
2009-05-12T00:00:00.000,IMPOUNDED,District E
2009-05-12T00:00:00.000,ABANDONED VEHICLE,District E
2009-05-12T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-12T00:00:00.000,ACCIDENT,District C
2009-05-12T00:00:00.000,ILLEGAL VEHICLE,District A
2009-05-13T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-13T00:00:00.000,ILLEGAL VEHICLE,District D
2009-05-13T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-13T00:00:00.000,ILLEGAL VEHICLE,District C
2009-05-13T00:00:00.000,ILLEGAL VEHICLE,District C
